link,date_time,original_text,length,geo_hint,engagement_signal,product_hint,stage,primary_breakdown_point,channel,root_cause,emotion,emotion_severity,summary_insight,actionability_score_5,fixability_score_5,evidence_strength
https://twitter.com/jitesh_business/status/2048708545173172225#m,"Apr 27, 2026",@ICICILombard Is it really necessary to fall off a bike and get injured just to have a claim taken seriously? Disappointed with the experience from ICICI Lombard — encourage regulator #IRDAI to make the sysyem more pathetic to loot common man of India,251,India,3,unknown,Claims Experience,Claim Denial,Unknown,Misrepresentation / Incomplete Explanation,Anger,High,Fell off a bike and got injured (Event) to have a claim taken seriously. Disappointed with the experience from ICICI Lombard (Process). Encourages regulator #IRDAI to make the system more pathetic to loot common man of India (Outcome).,2,1,Medium
https://twitter.com/bitco1ner/status/2048703562839187964#m,"Apr 27, 2026",Talked to an ICICI Lombard surveyor on the phone who's saying he's on the field and he hasn't checked his system yet.  He's unaware if any bill has been sent to his system for approval.  @ICICILombard became a government job with no accountability ? #icicilombardmatlena,270,unknown,0,unknown,Claims Experience,Claim Processing Delay,Claims / TPA,Process / Documentation Friction,Confusion,Medium,Talked to an ICICI Lombard surveyor on the phone who's saying he's on the field and he hasn't checked his system yet (Event). He's unaware if any bill has been sent to his system for approval (Process). Became a government job with no accountability (Outcome).,3,2,Medium
https://twitter.com/amargetslost/status/2048457331353309543#m,"Apr 26, 2026","Complaint Regarding Motor Claim (MOT17365074)  Dear ICICI Lombard Team,  I am writing to raise a complaint regarding my motor insurance claim (MOT17365074), which remains unresolved despite multiple follow-ups.  My bike met with an accident on 1st March, and I filed a claim…",275,unknown,1,unknown,Claims Experience,Claim Unresolved,Unknown,Process / Documentation Friction,Resignation,Medium,"My bike met with an accident on 1st March (Event), and I filed a claim (Process). The motor insurance claim remains unresolved despite multiple follow-ups (Outcome).",3,2,Medium
https://twitter.com/Sid_is_NSD/status/2048352301853892802#m,"Apr 26, 2026","GST was removed from health insurance which was 18%. ICICI Lombard took the benefit by increasing the the premium by more than 30% saying age and other factor(image). They hv done this 3 out of 4 renewal from 2023 to 2027, increment by 30%, 20k to 41k Need help @JPNadda ji 🥹🙏",276,unknown,1,health,Servicing & Policy Admin,Premium Increase,Unknown,Misrepresentation / Incomplete Explanation,Anger,High,"GST was removed from health insurance, but ICICI Lombard increased the premium by more than 30% citing age and other factors. This happened 3 out of 4 renewals from 2023 to 2027, with the premium increasing from 20k to 41k.",3,2,Medium
https://twitter.com/UMESH_NIKAM/status/2047934611527995712#m,"Apr 25, 2026",U r right Nikhil.I just gave last year Elevate plan  to my client.Early claim came after 6 months. Hospital was non tie up.made reimbursement claim.company investigated claim thoroughly with client. After one month full issuance was given by ICICI LOMBARD.,256,unknown,0,life,Claims Experience,Claim Reimbursement,Agent / Advisor,Process / Documentation Friction,Resignation,Medium,"Gave client the Elevate plan. An early claim came after 6 months. The hospital was non-tie up, so it was a reimbursement claim. ICICI Lombard investigated the claim thoroughly with the client. After one month, full issuance was given by ICICI Lombard.",3,3,Medium
https://twitter.com/bhavisharora2/status/2047335257817432115#m,"Apr 23, 2026","Extremely disappointed with ICICI Lombard Health Insurance. My parents’ policy was canceled without notice, even though I have been paying premiums for years. This feels like a complete injustice after years of loyalty. Request immediate resolution.@ICICILombard @ICICIDirectcare",279,unknown,1,health,Servicing & Policy Admin,Policy Cancellation,Unknown,Misrepresentation / Incomplete Explanation,Betrayal,High,Event: Parents' health policy canceled. Process: Policy canceled without notice despite years of premium payments. Outcome: Customer feels injustice and disappointment.,4,3,Medium
https://twitter.com/JaydeepBorsadia/status/2046863576565235821#m,"Apr 22, 2026",Claim No: 220101530461-1 with ICICI Lombard is still not settled even after the due date (20-Apr-2026). No clear reason for delay and no communication from the team. This kind of service is disappointing. Request immediate resolution and transparency.,251,unknown,1,unknown,Claims Experience,Claims Processing Delay,Claims / TPA,Process / Documentation Friction,Resignation,High,"Claim No: 220101530461-1 with ICICI Lombard is still not settled even after the due date (20-Apr-2026), with no clear reason for delay and no communication from the team, leading to disappointment.",4,3,Medium
https://twitter.com/Candid_Chauhan/status/2046807057329012886#m,"Apr 22, 2026","Poor claim experience with ICICI Lombard. One week, no resolution despite all documents submitted. Unclear process and pressure to settle for less. Not expected after paying full premium. Need urgent intervention. @ICICILombard @irdaindia  @IRDAI_Official #CustomerExperience",275,unknown,3,unknown,Claims Experience,Claim Settlement Issue,Claims / TPA,Misrepresentation / Incomplete Explanation,Anger,High,"Poor claim experience with ICICI Lombard: one week with no resolution despite submitting all documents, unclear process, and pressure to settle for less, which is unexpected after paying full premium.",5,4,Medium
https://twitter.com/ICICILombard/status/2046558237298708752#m,"Apr 21, 2026","Dear Waseem,  Thank you for writing to us. We acknowledge receipt of your query pertaining to your query about the number of calls received from ICICI Lombard.  As per our telephonic conversation held today we are reviewing the case and you can expect an update from us within 4 working days.  In case you'd like to connect again, you can reach from Monday to Friday, between 10 am and 7 pm.  We appreciate your patience and assure you of our full attention to the matter.",472,unknown,0,unknown,Servicing & Policy Admin,Service Request,Unknown,Communication / Language Barrier,Resignation,Medium,"Event: Query about number of calls received from ICICI Lombard. Process: Customer wrote to ICICI Lombard, had a telephonic conversation, and was told a review is underway. Outcome: Customer expects an update within 4 working days.",3,3,Medium
https://twitter.com/policybazaar/status/2046555098906825141#m,"Apr 21, 2026","Hi Alex, following our recent conversation, we request you to file the reimbursement claim for your health insurance. As discussed, please submit the claim through the ICICI Lombard IL Take Care app by the end of today. Once done, kindly share the claim intimation number with us so we can assist you further.  Drishti PW52339",326,unknown,0,health,Servicing & Policy Admin,Claim Filing,Digital / App / Website,Unknown,Unknown,Low,Event: Customer needs to file a reimbursement claim for health insurance. Process: ICICI Lombard advised to submit the claim through the IL Take Care app by end of day and share the claim intimation number. Outcome: Customer is expected to file the claim.,4,4,Medium
https://twitter.com/Subbu_Aggarwal/status/2046522610138411348#m,"Apr 21, 2026",Claim No.: MOT17494611 Insurance company: ICICI Lombard  Very dissatisfied with service provided by them as my Jupiter handle lock set & other parts got damaged in an accident but they refused to replace handle lock set.   Taken 15 days for it.  @ICICILombard @tvsmotorcompany,276,unknown,6,motor,Claims Experience,Claim Denial,Claims / TPA,Process / Documentation Friction,Anger,High,Event: Vehicle parts (Jupiter handle lock set) damaged in an accident. Process: ICICI Lombard refused to replace the handle lock set despite the claim. Outcome: Customer is dissatisfied with the service and the refusal to replace parts after 15 days.,2,2,Medium
https://twitter.com/ThePuneMirror/status/2046515190498496557#m,"Apr 21, 2026","The Additional District Consumer Disputes Redressal Commission in Pune has ordered ICICI Lombard General Insurance to pay ₹75,000 to Ajay Atmaram Raut for cancelling his vehicle insurance policy without properly informing him.  Raut, a resident of Pimple Gurav, had insured his Jeep Compass with ICICI Lombard for the period from April 2019 to April 2020. He paid a premium of ₹38,500 and received the policy document. But when he later took the vehicle to a service centre for repairs, he was told that his claim had been rejected because the insurance policy had already been cancelled.  The company said the cheque used to pay the premium had bounced because of an error in the amount written, and claimed that it had informed Raut about the cancellation through a courier notice. However, the Commission found that the insurer could not provide any proof that the notice was actually delivered to him.  The panel ruled that even if a company has the right to cancel a policy, it must properly inform the customer. Since Raut continued to believe that his vehicle was insured, the Commission held the company guilty of deficiency in service and directed it to pay ₹75,000 within 45 days.  #ConsumerRights #InsuranceClaim #PuneNews #ICICILombard #Punetimesmirror",1264,"Pune, India",1,motor,Claims Experience,Policy Cancellation,Unknown,Misrepresentation / Incomplete Explanation,Betrayal,High,"Event: Ajay Atmaram Raut's vehicle insurance policy with ICICI Lombard was cancelled. Process: The company claimed the premium cheque bounced and sent a courier notice, but could not prove delivery. Outcome: The Consumer Commission ordered ICICI Lombard to pay ₹75,000 for cancelling the policy without proper notification, finding deficiency in service.",2,1,High
https://twitter.com/RohitKu63999381/status/2046478846078366079#m,"Apr 21, 2026","If the situation persists like this, we have three policies. I will never again purchase a policy from ICICI Lombard, nor will I ever recommend it to anyone. Please take immediate action regarding my case. MOT17392941; contact me at 7050774292. @ICICILombard",258,unknown,0,unknown,Servicing & Policy Admin,Service Request,Unknown,Process / Documentation Friction,Anger,High,Event: Customer's case (MOT17392941) is not being resolved. Process: Customer has three policies and is threatening to never purchase or recommend ICICI Lombard again if immediate action is not taken. Outcome: Customer demands immediate action regarding their case.,3,3,Medium
https://twitter.com/RohitKu63999381/status/2046476753733140760#m,"Apr 21, 2026","Dear ICICI Lombard, I have not received any response from your three third-party agents Gautam Singh Irshad Ahmed and Abhay Singh My case is genuine however, an incorrect report was prepared and submitted leading to the closure of my case I require immediate action @ICICILombard",279,unknown,0,unknown,Claims Experience,Claim Rejection,Unknown,Misrepresentation / Incomplete Explanation,Anger,High,"Event: Customer's genuine case was closed. Process: ICICI Lombard's third-party agents (Gautam Singh, Irshad Ahmed, Abhay Singh) prepared and submitted an incorrect report. Outcome: Customer requires immediate action as they have not received a response.",2,2,Medium
https://twitter.com/sarcasticjeerer/status/2046138185080857073#m,"Apr 20, 2026",@ICICILombard your people have messed up and now I have to cancel the policy myself and they wont even support. How will ICICI LOMBARD justify this behavior and convince me to renew any of my other policy with you??,215,unknown,2,unknown,Servicing & Policy Admin,Policy Cancellation,Unknown,Process / Documentation Friction,Anger,High,ICICI Lombard your people have messed up and now I have to cancel the policy myself and they wont even support. How will ICICI LOMBARD justify this behavior and convince me to renew any of my other policy with you??,3,2,Medium
https://twitter.com/deshrajsingh56/status/2046104261352914982#m,"Apr 20, 2026","ICICI Lombard Health Insurance Experience – Need Clarity & Resolution.  I purchased an ICICI Lombard health insurance policy for my wife and daughter.  I paid all premiums on time for 10 months. With only 2 installments remaining, we Today decided to cancel the policy and sent the cancellation email yesterday.  Unfortunately, our experience while using the policy was extremely disappointing:-When my daughter fell ill and we went to the hospital, the insurance card did not work for cashless treatment. The company asked us to pay the full bill first and claim reimbursement later.  After uploading the bills, the claim was rejected without any clear reason. Even reputed hospitals were rejected for my wife with the response: “This hospital is not in our network.”  The network hospitals we were directed to had poor facilities and unsatisfactory doctors.  We have still not received any positive response regarding the refund of the premium paid.  @ICICILombard – Kindly investigate this case immediately and give us a clear timeline and resolution. I am ready to share the Policy Number and Claim Details as required.  @FinMinIndia @consumerforum_ @nch1915 There is an urgent need for greater transparency and stricter monitoring of cashless facilities and claim settlement processes in health insurance. Customers should not have to run from pillar to post for what they have already paid for.  #HealthInsurance #ConsumerRights #ICICILombard #IRDAI",1455,unknown,7,health,Claims Experience,Claim Rejection,Agent / Advisor,Misrepresentation / Incomplete Explanation,Betrayal,High,"I purchased an ICICI Lombard health insurance policy for my wife and daughter. I paid all premiums on time for 10 months. With only 2 installments remaining, we Today decided to cancel the policy and sent the cancellation email yesterday. Unfortunately, our experience while using the policy was extremely disappointing:-When my daughter fell ill and we went to the hospital, the insurance card did not work for cashless treatment. The company asked us to pay the full bill first and claim reimbursement later. After uploading the bills, the claim was rejected without any clear reason. Even reputed hospitals were rejected for my wife with the response: “This hospital is not in our network.” The network hospitals we were directed to had poor facilities and unsatisfactory doctors. We have still not received any positive response regarding the refund of the premium paid. @ICICILombard – Kindly investigate this case immediately and give us a clear timeline and resolution. I am ready to share the Policy Number and Claim Details as required. @FinMinIndia @consumerforum_ @nch1915 There is an urgent need for greater transparency and stricter monitoring of cashless facilities and claim settlement processes in health insurance. Customers should not have to run from pillar to post for what they have already paid for. #HealthInsurance #ConsumerRights #ICICILombard #IRDAI",4,3,Medium
https://twitter.com/RajaKumar947294/status/2045947313043255406#m,"Apr 19, 2026","@ICICILombard @indSupremeCourt @patnahighcourt @RBI @aajtak  My claim process has been ongoing for nearly two years. However, these people are not helping me at all. Nor are they settling my claim. I am extremely frustrated with ICICI Lombard Insurance Company; please, help me.",278,unknown,3,health,Claims Experience,Claim Rejection,Agent / Advisor,Misrepresentation / Incomplete Explanation,Anger,High,"Customer's claim process with ICICI Lombard has been ongoing for nearly two years without settlement, leading to frustration.",4,3,Medium
https://twitter.com/AjmerAsks/status/2045555214791643338#m,"Apr 18, 2026","My experience with ICICI Lombard Elevate Policy – False promises, harassment, and claim rejection despite emergency hospitalization.  I am Ajmer Singh. I bought ICICI Lombard Elevate Policy with maternity cover and “cashless claim” promise.  What I faced is shocking. Read this carefully before buying any health insurance.  My wife started having serious symptoms: Low energy, weakness, vertigo, loss of appetite, headache, and fever-like condition. We first went for OPD treatment. Medicines were given. No improvement.  After 5–6 days, her condition worsened. Continuous vertigo, weakness.  On 14 Feb 2026, around 9 PM, I rushed her to Apex Hospital, Varanasi emergency.  Doctors immediately said: ADMISSION IS NECESSARY.  I admitted her. Then I contacted ICICI Lombard for a CASHLESS claim.  They said: “TPA desk opens in the morning, then the process will start.”  Till then, the hospital asked for an advance: ₹10,000 room + ₹1,000 OPD + medicines.  The next morning, the TPA desk initiated the process. Then started the real harassment.  Cashless claim REJECTED.  Reason: “Need more documents”  I personally submitted everything.  Again rejected.  Then they asked for doctor's justification letter.  Submitted that too.  Again REJECTED.  This cycle continued while my wife was admitted and suffering.  For 3 days, I kept paying bills from my pocket.  Total expense ~₹70,000.  So what exactly is “cashless claim”?  Just a marketing line?  At midnight, around 2:30 AM, something even worse happened.  The hospital stopped treatment because patient's ID was blocked due to non-payment.  No prior intimation.  Drip stopped.  The next morning, when I asked, they said: “Clear dues first.”  I asked: If you knew at night, why stop treatment without informing?  Is this how a patient is treated?  Then I contacted a Policybazaar agent.  He came and submitted documents again. Still REJECTED.  Finally, he suggested: “Discharge patient and apply for reimbursement.”  After discharge, I applied for reimbursement.  ICICI said: “You will be notified within 15 days.”  I waited.  Exactly on the 15th day, the claim was REJECTED.  Reason given: “Patient could be treated with OPD, admission is not required.”  This is shocking.  Because: We already did OPD treatment BEFORE admission. Condition worsened → doctor advised admission.  Even hospital documents clearly show a serious condition:  Dehydration Electrolyte imbalance Severe anemia  Still, they say “OPD sufficient”. Are you even reading reports?  Then again, Policybazaar pushed for reconsideration. ICICI asked for the indoor case papers.  The hospital charged ₹2000 for files.  I confirmed: “Is this the final requirement?”  They said YES.  I paid again. Submitted everything again.  Waited another 15 days.  Result?  REJECTED AGAIN with the same reason: “OPD treatment sufficient”  This is not a mistake.  This is SYSTEMATIC harassment.  Same rejection copied twice despite full documentation.  Customer support behaviour was even worse.  I was told: “Jo ukhadna hai ukhad lo” “Nayi policy hai, claim nahi milega”  Is this how a reputed insurance company talks?  Let’s talk about “cashless claim advertisement”.  Ads say: “Just go to the hospital, everything will be taken care of.” Reality: Pay everything yourself Run behind documents Face rejection again and again  Because of this:  Mental harassment Financial loss (~₹70,000 + ₹2000 extra) Physical stress during an emergency Treatment interruption risk  All proofs available:  Hospital admission records Doctor justification letter Lab reports Discharge summary Bills Rejection letters  This is my FINAL PUBLIC WARNING.  If this is not resolved immediately, I will:  File consumer court case Complain to IRDAI Take legal action for harassment & false advertisement Expose everything publicly  @ICICILombard @Policybazaar @IRDAI_India @jagograhakjago @FinMinIndia @PMOIndia  This is not just about me. This is about every middle-class family that buys insurance for safety but gets cheated in real emergencies. Be careful before trusting “cashless claims”.  @ICICILombard @Policybazaar @IRDAI_India @jagograhakjago @FinMinIndia @PMOIndia @DoC_GoI @ConsumerCom @LegalKhabar @LawyersofIndia @BarandBench @LiveLawIndia @indialegalmedia @SharanHegde  @AnkurWarikoo @CA_RachanaRanade @Nithin0dha @deepakshenoy @GabbbarSingh @zoo_bear @TheDeshBhakt @Abhina_Prakash @RoflGandhi_ @ndtv @aajtak @ZeeNews @TimesNow @republic   If needed, I am ready to share all documents, call recordings, and proof publicly.  This is not just my case, this is how middle-class families are being misled in the name of “cashless insurance”.  Requesting experts and authorities to take this seriously.",4686,"Varanasi, India",2,health,Claims Experience,Claim Rejection,Agent / Advisor,Misrepresentation / Incomplete Explanation,Betrayal,High,"Customer purchased ICICI Lombard Elevate Policy with maternity cover and 'cashless claim' promise, but faced claim rejection despite emergency hospitalization, leading to out-of-pocket expenses and harassment.",5,4,High
https://twitter.com/abhishekrai607/status/2045038574467494354#m,"Apr 17, 2026","ICICI Lombard rejects my claims while doing the claim process and they saying that bring the evidence that your car is stuck,and the customer support from their side is also not good, my claim which is still pending.Where do I go to get the evidence?@ICICILombard @ICICIBank_Care",279,unknown,3,motor,Claims Experience,Process / Documentation Friction,Claims / TPA,Misrepresentation / Incomplete Explanation,Confusion,High,"Event: Car insurance claim filed. Process: ICICI Lombard rejected the claim stating the car was stuck and asked for evidence, customer support was not good. Outcome: Claim is still pending.",3,2,Medium
https://twitter.com/AmitBha23756421/status/2044817926914715882#m,"Apr 16, 2026","@LGIndia @jagograhakjago   However, ICICI Lombard has already rejected the claim, clearly stating that the fault lies with LG due to incorrect policy generation.  Post that, both the dealer and LG representatives (Mr. Ajay Srujan and Mr. Ayaaz) assured me multiple times that:",276,unknown,0,unknown,Servicing & Policy Admin,Claims Experience,Unknown,Misrepresentation / Incomplete Explanation,Betrayal,High,"Event: Claim rejection by ICICI Lombard. Process: Customer informed LG due to incorrect policy generation. Outcome: LG and dealer representatives assured multiple times, but the claim was rejected.",3,2,Medium
https://twitter.com/sagarshah_12/status/2044783685291979119#m,"Apr 16, 2026",I have replied to your direct message. ! Replied with facts ! Please do revert ! disease was already excluded in the previous policy & it was ported to icici Lombard ! We have not hidden anything . While you took customer from star health you did not do any checks of documents,277,unknown,1,health,Onboarding & Policy Understanding,Claims Experience,Agent / Advisor,Misrepresentation / Incomplete Explanation,Confusion,Medium,"Event: Policy ported to ICICI Lombard from Star Health. Process: Customer claims no information was hidden, but the previous policy excluded the disease. Outcome: The disease was excluded in the new ICICI Lombard policy.",2,1,Medium
https://twitter.com/ghoshtr/status/2044667284762099764#m,"Apr 16, 2026",DM is just a way to show that they are actually interested in resolving the issue but my experience with another case involving ICICI Lombard proved that it’s not. Of course that’s based on my experience!,204,unknown,2,unknown,Servicing & Policy Admin,Claims Experience,Unknown,Process / Documentation Friction,Betrayal,Medium,"Event: A past case involving ICICI Lombard. Process: The commenter's experience with ICICI Lombard. Outcome: The commenter felt that direct messages (DM) were not effective in resolving the issue, implying a negative outcome and lack of resolution.",2,2,Medium
https://twitter.com/AviMaheshwari03/status/2044407834159575496#m,"Apr 15, 2026",@ICICILombard @MoHFW_INDIA   Dear ICICI Lombard   I have surgeries to be performed and you have not approved my Authorization request till now.  Details   72026041519487 Health | Claim | 100016599300/0001,204,unknown,3,health,Claims Experience,Claims Processing,Claims / TPA,Process / Documentation Friction,Anger,High,Event: Surgeries to be performed. Process: Authorization request submitted to ICICI Lombard. Outcome: Authorization request not approved.,4,3,Medium
https://twitter.com/KHANezaz96khan/status/2044301752724602976#m,"Apr 15, 2026","Very much Disappointed for me as #ICICILOMBARD  denying to give a claim for a Genuine accidental case. This has not happened only for me,most of my colleagues alos faced this in recent past.  Think twice before taking POLICY of #ICICI LOMBARD 🙏🙏💔 #ICICILOMBARD #INSURANCE",271,unknown,1,unknown,Claims Experience,Claims Processing,Unknown,Misrepresentation / Incomplete Explanation,Betrayal,High,Event: Accidental case. Process: ICICI Lombard denying a claim. Outcome: Customer is disappointed and warns others.,3,2,Medium
https://twitter.com/DurgeshWrites/status/2044262814974652927#m,"Apr 15, 2026","3/ Only HDFC Ergo and Care Supreme (base plan) have no room rent cap. Star Health, Niva Bupa, ICICI Lombard all have restrictions with proportional deductions. Most people learn this AFTER getting their claim settlement letter.",227,India,1,health,Claims Experience,Claims Processing,Claims / TPA,Product Design or Complexity,Confusion,Medium,"Event: Customer reviewed policy wording documents. Process: Compared room rent caps across multiple health insurers including ICICI Lombard. Outcome: Found ICICI Lombard has restrictions with proportional deductions, learning this after claim settlement.",2,2,Medium
https://twitter.com/DurgeshWrites/status/2044262559336018043#m,"Apr 15, 2026","1/ I read the actual policy wording documents (~200 pages) of India's 5 biggest health insurers: Star Health, HDFC Ergo, Care Supreme, Niva Bupa, ICICI Lombard. Not brochures - the legal contracts.  Here's what they're hiding.  (Thread 🧵)",238,India,2,health,Onboarding & Policy Understanding,Policy Explanation,Agent / Advisor,Misrepresentation / Incomplete Explanation,Confusion,Medium,"Event: Customer read policy wording documents of top health insurers. Process: Identified that ICICI Lombard, unlike HDFC Ergo and Care Supreme, has room rent caps and proportional deductions. Outcome: Customer realized this information was not clearly explained during the policy purchase, leading to potential issues at claim settlement.",2,2,Medium
https://twitter.com/CRE_Dynamics/status/2044074650473550213#m,"Apr 14, 2026","I am filing with the RBI Ombudsman if the money illegally debited from both our accounts (fraud purchase of gen insurance from icici Lombard, by axis on our behalf) is not refunded to us within next 48 hours.",208,unknown,2,health,Claims Experience,Fraudulent Transaction,Bank / Bancassurance,Misrepresentation / Incomplete Explanation,Anger,High,Event: Fraudulent purchase of general insurance from ICICI Lombard. Process: Money illegally debited from accounts by Axis on behalf of the customer. Outcome: Threat to file with RBI Ombudsman if refund is not received within 48 hours.,4,3,Medium
https://twitter.com/rahul252055/status/2044065766811808146#m,"Apr 14, 2026","Facing a serious issue with ICICI Lombard.  Approved repair estimate: ₹3,532   Final bill given: ₹16,775 WITHOUT my consent    No approval taken, work done, and now my vehicle is being held.  This is unfair and unacceptable. @ICICILombard @irdaindia #ConsumerRights",265,unknown,4,unknown,Claims Experience,Unauthorized Work/Charges,Claims / TPA,Misrepresentation / Incomplete Explanation,Anger,High,"Event: Vehicle repair. Process: ICICI Lombard approved a repair estimate of ₹3,532 but performed work resulting in a final bill of ₹16,775 without customer consent, and is now holding the vehicle. Outcome: Customer states this is unfair and unacceptable and threatens escalation.",5,4,Medium
https://twitter.com/imrealmohsin/status/2043978117702922450#m,"Apr 14, 2026","You r fraud. Your services at ICICI Lombard Insurance have been extremely disappointing and unprofessional. I feel misled and dissatisfied with the way my case has been handled. Please resolve this issue immediately, or I will escalate it to higher authorities.",261,unknown,1,unknown,Servicing & Policy Admin,Poor Service Quality,Unknown,Misrepresentation / Incomplete Explanation,Betrayal,High,Event: Dissatisfaction with services. Process: Customer feels misled and dissatisfied with how their case has been handled by ICICI Lombard. Outcome: Threat to escalate to higher authorities if the issue is not resolved immediately.,4,3,Low
https://twitter.com/yashlancers/status/2043388322844901719#m,"Apr 12, 2026",@policybazaar @ICICILombard I purchased moto policy from ICICI Lombard through Policy bazaar. The policy is active on app of policy bazaar. I have policy copy and email from ICICI Lombard. Payment done and deducted in Oct 2025. Now I call up ICICI helpline-policy cancelled !!!,277,unknown,2,unknown,Servicing & Policy Admin,Policy Cancellation,Digital / App / Website,Process / Documentation Friction,Confusion,High,Event: Purchased a motor policy from ICICI Lombard via Policy Bazaar in Oct 2025. Process: Policy was active on the Policy Bazaar app and customer had policy copy and email confirmation. Outcome: Customer called ICICI helpline and was informed the policy was cancelled.,3,3,Medium
https://twitter.com/castingvishal/status/2043337206677610861#m,"Apr 12, 2026",ICICI Lombard Unfair Trade Practice 🚨  Taking IDV premium but denying total loss claims? Consumers pushed into years of harassment & told to “go to court.”  Serious concerns on fairness.  @ICICILombard @irdaindia @FinMinIndia #UnfairTradePractice #ConsumerRights,262,unknown,0,unknown,Claims Experience,Claim Denial,Claims / TPA,Misrepresentation / Incomplete Explanation,Anger,High,Event: ICICI Lombard took IDV premium for total loss scenarios. Process: Customers are being denied total loss claims and are allegedly told to 'go to court'. Outcome: This is causing years of harassment and raises concerns about unfair trade practices.,4,2,Medium
https://twitter.com/AmitBha23756421/status/2042876716436357579#m,"Apr 11, 2026","@LGIndia both LG and the dealer.  Initially, ICICI Lombard delayed the process by stating that there was an error from LG’s end while generating the policy. This caused unnecessary harassment for almost a month.",211,unknown,1,unknown,Servicing & Policy Admin,Process / Documentation Friction,Unknown,Misrepresentation / Incomplete Explanation,Anger,Medium,Event: Policy generation error. Process: ICICI Lombard delayed the process by stating an error from LG's end. Outcome: Caused unnecessary harassment for almost a month.,3,3,Medium
https://twitter.com/imDhire/status/2042579554724880451#m,"Apr 10, 2026","@ICICILombard I have never seen the worst claim ever before this policy,your surveyor does whatever they want.I had registered a  complaint regarding my policy,he repeatedly said that we could not do anything.This was the first time and would be the last time for ICICI Lombard.",278,unknown,2,unknown,Claims Experience,Claims Processing,Claims / TPA,Process / Documentation Friction,Anger,High,"Worst claim experience with ICICI Lombard policy, surveyor acted arbitrarily. Complaint registered but surveyor stated nothing could be done. This was the first and last time with ICICI Lombard.",3,2,Medium
https://twitter.com/vijaybhosle2013/status/2042563594005643610#m,"Apr 10, 2026",Policy service  I'm not happy with the service you are giving. I'm facing a lot of trouble in claiming the policy. I bought the policy from @ICICILombard through @PhonePe and it was a big mistake of mine. I will suggest everyone not to buy the policy from icici lombard and Phonp,279,unknown,3,unknown,Claims Experience,Claims Processing,Digital / App / Website,Misrepresentation / Incomplete Explanation,Betrayal,High,"Unhappy with ICICI Lombard policy service, facing trouble claiming. Bought policy through PhonePe, which was a mistake. Suggests others not to buy from ICICI Lombard and PhonePe.",4,3,Medium
https://twitter.com/skaagarwal/status/2042550643995574662#m,"Apr 10, 2026","Dear Sir / Madam,  Thanks for understanding my problem.  Yes please delete the agent code with my health policy and treat my policy as the DIRECT from Icici Lombard. I do not want to associate further with any agent now.",220,unknown,0,health,Servicing & Policy Admin,Policy Administration,Agent / Advisor,Unknown,Resignation,Medium,"Request to delete agent code from health policy and treat it as direct from ICICI Lombard, as no further association with agent is desired.",5,5,Medium
https://twitter.com/skaagarwal/status/2042550591168409629#m,"Apr 10, 2026","Also pls note that if you are unable to delete the agent name and code from my health policy, I assure you that at the time of renewal I will port to other insurance Company. I also will advise to other customer  to do the same as Icici Lombard is not listening.",262,unknown,1,health,Early Regret / Exit Intent,Policy Renewal,Agent / Advisor,Process / Documentation Friction,Anger,High,"If agent name/code cannot be deleted from health policy, will port to another company at renewal and advise others to do the same as ICICI Lombard is not listening.",4,3,Medium
https://twitter.com/RajaKumar947294/status/2042543860048629995#m,"Apr 10, 2026",@ICICILombard @RBI @TATAAIGIndia @careinsuranceIN @HDFCERGOGIC  I am going to initiate legal action against ICICI Lombard Insurance Company in the court. ICICI Lombard Insurance Company is fraudulent company. No one should purchase a policy from this company. They swindle people.,280,unknown,2,unknown,Claims Experience,Claims Processing,Unknown,Misrepresentation / Incomplete Explanation,Anger,High,Initiating legal action against ICICI Lombard Insurance Company for fraudulent behavior and swindling people. Advises against purchasing policies from them.,2,1,Medium
https://twitter.com/skaagarwal/status/2042538507017883816#m,"Apr 10, 2026",It is indeed very bad behaviour of Icici Lombard officers that they are not listening my complaint against their agent. He is not providing the service as he is doing the job out of city since 2 years. Inspite of delete his name your officers are asking me evidence agajnst him,277,unknown,0,health,Servicing & Policy Admin,Agent Conduct,Agent / Advisor,Process / Documentation Friction,Anger,High,ICICI Lombard officers are not addressing complaint against an agent who has been working out of city for 2 years and not providing service. Officers are asking for evidence against the agent instead of deleting his name.,3,2,Medium
https://twitter.com/Abhinavgms/status/2041930031816204768#m,"Apr 8, 2026","May be if these guys spend less on marketing and more on customer service, it will turn into a decent company. Very rarely have I met someone who hasn’t faced issues with Lombard while renewing and claiming. Kalank on the ICICI brand.",234,unknown,0,unknown,Servicing & Policy Admin,Process / Documentation Friction,Unknown,Misrepresentation / Incomplete Explanation,Anger,Medium,"Event: Customer attempted to renew policy with ICICI Lombard. Process: Faced issues with renewal and claiming. Outcome: The experience has tarnished the ICICI brand, suggesting a negative outcome from the servicing and claims process.",3,2,Medium
