link,date_time,original_text,length,geo_hint,engagement_signal,product_hint,stage,primary_breakdown_point,channel,root_cause,emotion,emotion_severity,summary_insight,actionability_score_5,fixability_score_5,evidence_strength
https://twitter.com/kishoritu1434/status/2054621867336699951#m,"May 13, 2026",Currently I had make claim in ICICI Lombard for car insurance  Claim number is MOT17528734 and ICICI Lombard rejected it  And not given proper reason for reject it,163,unknown,1,car,Claims Experience,Claims Rejection,Claims / TPA,Process / Documentation Friction,Anger,High,Currently I had make claim in ICICI Lombard for car insurance Claim number is MOT17528734 and ICICI Lombard rejected it And not given proper reason for reject it,3,2,Medium
https://twitter.com/ICICILombard/status/2054486054766354901#m,"May 13, 2026","Dear Harendra,  Thank you for contacting ICICI Lombard.  We have received your case addressed and have noted the details with regard to claim number 22xxxxxxx108.  We are reviewing the case and you can expect an update from us within next 2 working days.  We appreciate your patience and assure you of our full attention to the matter.",335,unknown,0,unknown,Servicing & Policy Admin,Claims Experience,Claims / TPA,Process / Documentation Friction,Resignation,Medium,Event: Claim filed. Process: ICICI Lombard received claim number 22xxxxxxx108 and is reviewing it. Outcome: Expecting an update within 2 working days.,3,3,Medium
https://twitter.com/mangesh8584/status/2054484835469852765#m,"May 13, 2026",Still no response or call from anyone at icici Lombard. If renewals are this much painful I am afraid what will happen for medical claim? I think I should port out...,166,unknown,2,unknown,Servicing & Policy Admin,Claims Experience,Unknown,Process / Documentation Friction,Anger,High,"Event: Renewal process. Process: No response or call from ICICI Lombard. Outcome: Customer is considering porting out due to painful renewal experience, fearing worse for medical claims.",4,2,Medium
https://twitter.com/OmPraka28211743/status/2054288040974246101#m,"May 12, 2026",Hello icici lombard team my operation schedule for admit 13/05/2026 and my surgery will done on 14/05/2026. After surgery I will file case on consumer forum and taken legal action. @MoHFW_INDIA @rashtrapatibhvn. After so many tries you give same reply,251,unknown,1,unknown,Claims Experience,Claims Experience,Unknown,Process / Documentation Friction,Anger,High,"Event: Scheduled operation for admit on 13/05/2026 and surgery on 14/05/2026. Process: Customer has tried multiple times to get a response from ICICI Lombard, receiving the same reply. Outcome: Customer plans to file a case in the consumer forum and take legal action after surgery.",5,1,Medium
https://twitter.com/anurgarg/status/2054160755268968891#m,"May 12, 2026","We declared an exisiting issue, though ICICI Lombard mentioned with waiting period but they cancelled the policy citing - Non declarataion .. very unprofessional...",164,unknown,2,unknown,Onboarding & Policy Understanding,Claims Experience,Unknown,Misrepresentation / Incomplete Explanation,Betrayal,High,"Event: Declared an existing issue. Process: ICICI Lombard mentioned a waiting period but cancelled the policy. Outcome: Policy cancelled citing 'Non declaration', which the customer finds unprofessional.",4,2,Medium
https://twitter.com/lovesunnysingh/status/2054111993402171576#m,"May 12, 2026","@ICICILombard Dear ICICI Lombard Team, I am writing to express my extreme dissatisfaction with the continuous delay and the conflicting information provided regarding my OPD reimbursement claim. Policy Number: 100042396500 Interaction ID: 9160320264637 / 924042026772.arrangeacal",279,unknown,2,unknown,Claims Experience,Claims Experience,Unknown,Process / Documentation Friction,Anger,High,Event: Submitted an OPD reimbursement claim. Process: Continuous delay and conflicting information provided by ICICI Lombard regarding claim number 100042396500 and Interaction ID 9160320264637 / 924042026772. Outcome: Extreme dissatisfaction expressed by the customer.,4,3,Medium
https://twitter.com/JEHemant/status/2054094342676185105#m,"May 12, 2026","It’s been 10 days and ICICI Lombard has neither processed my claim nor responded to my emails. In Faridabad, the entire claims staff seems to be on leave. @ICICILombard",168,Faridabad,2,unknown,Claims Experience,Claims Experience,Unknown,Process / Documentation Friction,Anger,High,Event: Submitted a claim. Process: ICICI Lombard has not processed the claim or responded to emails for 10 days. Outcome: Customer notes that claims staff in Faridabad seem to be on leave.,4,2,Medium
https://twitter.com/BunnyGadh/status/2053776835335594048#m,"May 11, 2026",@jagograhakjago @ijournal @ICICILombard @MoHFW_INDIA @AndheriLOCA @zoru75 @TheDeshBhakt @mymalishka @RBI @ICICIBank_Care @timesofindia @mid_day ICICI LOMBARD is failing time and again to renew my policy and now sitting in their office since an hour. VERY POOR SERVICE.,268,unknown,2,unknown,Servicing & Policy Admin,Policy Renewal,Branch / Customer Service,Process / Documentation Friction,Anger,Medium,"ICICI Lombard is failing to renew my policy, and I have been waiting in their office for an hour. This is very poor service.",3,3,Medium
https://twitter.com/ranadastidar/status/2053463348478648576#m,"May 10, 2026","@ICICILombard Ported my 20-year-old health insurance policy to ICICI Lombard with trust, but at the time of medical emergency you rejected my claim. This is nothing but harassment of customers mentally and financially during critical situations. Stop cheating customers.",270,unknown,0,health,Claims Experience,Claims Experience,Unknown,Misrepresentation / Incomplete Explanation,Betrayal,High,Customer ported a 20-year-old health insurance policy to ICICI Lombard and their claim was rejected during a medical emergency.,3,2,Medium
https://twitter.com/AmitMishra4All/status/2052796517040500970#m,"May 8, 2026","Never take any Policy from ICICI Lombard Insurance.They are thugs who betray u at d crunch moment and u r forced 2 pay from your pocket to be discharged from the hospital. I had the sour experience, don't be a sufferer like me as they don't care your ill-health & make most of it.",280,unknown,1,health,Claims Experience,Claims Processing,Claims / TPA,Misrepresentation / Incomplete Explanation,Betrayal,High,"Event: Hospitalization. Process: Filed a claim with ICICI Lombard. Outcome: Claim was not honored, forcing out-of-pocket payment.",3,2,Medium
https://twitter.com/SatpalBajia/status/2052752146295406728#m,"May 8, 2026","Extremely disappointing experience with ICICI Lombard as a policyholder, I expect transparency, timely communication, and basic customer support — not silence after repeated follow-ups.",185,unknown,0,unknown,Servicing & Policy Admin,Customer Support,Unknown,Process / Documentation Friction,Confusion,Medium,Event: Policyholder. Process: Repeated follow-ups for basic customer support. Outcome: Silence and lack of communication from ICICI Lombard.,4,4,Medium
https://twitter.com/DivaDevs/status/2051984163880972292#m,"May 6, 2026","@ICICILombard My family and I chose ICICI Lombard for our health insurance, but you guys have the worst customer service!  Unable to connect with your advisors, and instead I am only connected to your bot Riya instead.  As a customer it’s very frustrating!",256,unknown,1,health,Servicing & Policy Admin,Customer Service,Digital / App / Website,Communication / Language Barrier,Confusion,Medium,"Event: Chose ICICI Lombard for health insurance. Process: Unable to connect with advisors, only connected to a bot. Outcome: Customer frustration due to poor customer service.",3,3,Medium
https://twitter.com/ansh__bx/status/2051967996667863505#m,"May 6, 2026","you recommend ICICI Lombard elevate I have that , My wife diagnosed with CML on  June 25 the diagnosis was done based on the Blood test done with the free test offered in the policy , I informed them after that also asked for opd claim now on renewal also I informed them",271,unknown,2,unknown,Servicing & Policy Admin,Claims Experience,Unknown,Misrepresentation / Incomplete Explanation,Confusion,Medium,Event: Wife diagnosed with CML based on policy-offered free test. Process: Informed insurer after diagnosis and asked for OPD claim. Outcome: Informed them again during renewal.,2,2,Medium
https://twitter.com/DathuAchyuth20/status/2051965569126277413#m,"May 6, 2026","@ICICILombard  what sort if Torcher is this.  I wi get a call and when i life with in 1 second it gets disconnects.  I have some business with ICICI lombard, when ever i receive a call i think its representatives but this shit comes",232,unknown,0,unknown,Servicing & Policy Admin,Customer Service,Unknown,Communication / Language Barrier,Anger,High,Event: Receiving calls from ICICI Lombard. Process: Calls disconnect immediately upon answering. Outcome: Customer perceives this as harassment and is frustrated.,3,4,Medium
https://twitter.com/lalit1717/status/2051955721588363701#m,"May 6, 2026","Harassment by @ICICILombard  Patient ready to release by hospital but due to unnecessary delay by icici lombard team, patient and relatives are waiting since hours at hospital. Worst service ever. Boycott @ICICILombard",218,unknown,1,unknown,Claims Experience,Claims Processing,Claims / TPA,Process / Documentation Friction,Anger,High,Event: Patient ready for hospital release. Process: Unnecessary delay by ICICI Lombard team. Outcome: Patient and relatives waiting for hours at the hospital.,4,3,Medium
https://twitter.com/ajitgurnani/status/2051918042171679179#m,"May 6, 2026",I have submitted the originals at the customer service desk of  ICICI Lombard head office at Prabhadevi Mumbai- after speaking to the executive at the desk. He confirmed that he is couriering the originals to the office in Hyderabad. Attaching a picture of the bar code,269,"Mumbai, India",2,unknown,Servicing & Policy Admin,Process / Documentation Friction,Branch / Customer Service,Process / Documentation Friction,Confusion,Medium,Event: Submitted original documents at ICICI Lombard head office. Process: Spoke to an executive who confirmed he is couriering originals to Hyderabad office. Outcome: Attaching a picture of the bar code.,3,3,Medium
https://twitter.com/mustfarehan0786/status/2051630330084478978#m,"May 5, 2026","Posted my concern, shared details as requested—no response after that.    Claim rejected by ICICI Lombard General Insurance, and the executive refused to disclose reasons over call.    Customers deserve transparency  #ICICILombard #Insurance #CustomerRights #Accountability",273,unknown,2,unknown,Claims Experience,Claims Processing,Claims / TPA,Process / Documentation Friction,Resignation,Medium,"Claim rejected by ICICI Lombard General Insurance, and the executive refused to disclose reasons over call.",2,2,Low
https://twitter.com/shivangtwits/status/2051530806313861208#m,"May 5, 2026","@ICICILombard @ICICIDirectcare My VW car is stuck at PPS Motors, Khajaguda (Hyd) under claim MOT17564331. 10+ days, no response from ICICI Lombard surveyor. Calls unanswered from both sides. Need urgent resolution.  My daily ritual.",232,Khajaguda+Hyderabad+India,4,unknown,Claims Experience,Claims Processing,Claims / TPA,Process / Documentation Friction,Anger,High,"VW car is stuck at PPS Motors, Khajaguda (Hyd) under claim MOT17564331. 10+ days, no response from ICICI Lombard surveyor. Calls unanswered from both sides. Need urgent resolution.",4,3,High
https://twitter.com/RajaKumar947294/status/2051485679650222280#m,"May 5, 2026","You tell me, Sir—this ICICI Lombard Insurance Company is asking me for the details regarding the purchase of my policy. Where am I supposed to get them? It was your company that issued me this Airtel Payments Bank Personal Accident Insurance policy back when I opened my account.",279,unknown,0,unknown,Onboarding & Policy Understanding,Misrepresentation / Incomplete Explanation,Bank / Bancassurance,Misrepresentation / Incomplete Explanation,Confusion,Medium,ICICI Lombard Insurance Company is asking for policy purchase details for an Airtel Payments Bank Personal Accident Insurance policy that was issued when the account was opened.,2,2,Medium
https://twitter.com/MohitGu67836048/status/2050926816895066605#m,"May 3, 2026","@ICICILombard @LombardICICI @irdaindia @irdainsurance ,@PMOIndia सभी की जानकारी के लिए आप लोग ICICI Lombard से आप अपना हेल्थ इंश्योरेंस बिल्कुल भी ना करें ,ये लोग क्लेम के वक्त परेशान करते हैं, और end आपके क्लेम को रिजेक्ट करदेते हैं। मेरे साथ भी ऐसा ही हुआ है. धन्यवाद",269,unknown,1,health,Claims Experience,Claims Processing,Unknown,Process / Documentation Friction,Anger,High,Customer states that ICICI Lombard causes trouble during claims and ultimately rejects the claim. This happened to the customer.,2,2,Medium
https://twitter.com/9671125573_pk/status/2050551261276393788#m,"May 2, 2026",My final claims aproval pending 5 hour but not response your claim team claim no 126003765400 very very poor claim service icici Lombard compresion other company,161,unknown,0,health,Claims Experience,Claims Processing,Claims / TPA,Process / Documentation Friction,Anger,High,"Event: Claim filed. Process: Claim approval pending for 5 hours with no response from the claim team. Outcome: Very poor claim service, with a claim number provided, and a comparison to other companies indicating dissatisfaction.",3,3,Medium
https://twitter.com/keerthisiddeshw/status/2050516152728879272#m,"May 2, 2026","After working in the same industry for the past 4-5 years,  I wouldn’t suggest anyone apart from ICICI Lombard. They do have their own flaws, but nothing comes closer to IL in country",183,unknown,1,unknown,Onboarding & Policy Understanding,Policy Recommendation,Agent / Advisor,Misrepresentation / Incomplete Explanation,Resignation,Medium,"Event: Considering insurance renewal. Process: Evaluating ICICI Lombard based on industry experience, acknowledging flaws but considering it the best option. Outcome: A recommendation to choose ICICI Lombard despite its flaws, implying a past interaction or understanding of its services.",2,2,Medium
https://twitter.com/kcantani/status/2050459743052022078#m,"May 2, 2026",@CRED_club this people did blunder when I renew my car insurance through this app and they issued wrong policy by wrong owner name and address. Now they're saying contact icici Lombard,184,unknown,1,unknown,Servicing & Policy Admin,Policy Admin,Digital / App / Website,Process / Documentation Friction,Confusion,Medium,"Customer renewed car insurance through CRED app, CRED issued wrong policy with wrong owner name and address, and now CRED is asking customer to contact ICICI Lombard.",3,3,Medium
https://twitter.com/mundekar_roshan/status/2050162460804657152#m,"May 1, 2026","@ICICILombard This car insurance company swindles people; when the time comes to pay out, they find thousands of excuses to reject claims and deliberately cause delays. Please—no one should purchase insurance from ICICI Lombard.",228,unknown,1,unknown,Claims Experience,Claims Processing,Claims / TPA,Misrepresentation / Incomplete Explanation,Anger,High,Customer states ICICI Lombard deliberately causes delays and finds excuses to reject claims when it's time to pay out.,2,2,Medium
https://twitter.com/NIKHILLJHA/status/2050040962874044431#m,"May 1, 2026","🚨ICICI Lombard Elevate:-  Sum insured=10L Claim paid=1cr  How is this even possible?  Let's understand this unique feature in ICICI Lombard Elevate, which lets u take an unlimited claim👇",186,unknown,6,health,Claims Experience,Claims Processing,Claims / TPA,Product Design or Complexity,Confusion,High,"Customer is confused about how a sum insured of 10L can result in a claim paid of 1cr, questioning a feature in ICICI Lombard Elevate that allows unlimited claims.",4,4,Medium
https://twitter.com/Akash__Khandare/status/2049894337182601454#m,"Apr 30, 2026","Your response is factually incorrect. I am not 'Akash,' I am Lalita Dinesh Shetty. You are ignoring the fact that I was in the accident myself. You have kept me in the dark for 741 days about this balance. I have provided an official ICICI Lombard settlement as proof of hardship",279,unknown,1,unknown,Servicing & Policy Admin,Claims Experience,Unknown,Process / Documentation Friction,Confusion,High,"Customer Lalita Dinesh Shetty was in an accident, filed a claim with ICICI Lombard, and has been kept in the dark for 741 days about a balance, despite providing an official settlement as proof of hardship.",2,2,Medium
https://twitter.com/balajiworld/status/2049797065316982800#m,"Apr 30, 2026","Like @svembu says, I once returned from USA. I also bought Nexon EV.  Today I spent 6 hours in the sun because @TataMotors didn’t send roadside assistance. My insurer ICICI Lombard helped tow the vehicle. To Prerana Motors who say they’ll do nothing till Monday!",262,unknown,28,unknown,Servicing & Policy Admin,Claims Experience,Agent / Advisor,Process / Documentation Friction,Anger,High,"Customer experienced a breakdown with their Tata Motors vehicle, spent 6 hours in the sun due to lack of roadside assistance from Tata Motors, and ICICI Lombard helped tow the vehicle.",3,3,Medium
https://twitter.com/__Amar_S/status/2049764609037627584#m,"Apr 30, 2026","Can I get a call ? I would like to discuss about the pre-existing damaged with evidences , I am not asking for existing damages , if icici Lombard is still unclear about damage I am asking claim for .. I am ready to explain it again..",234,unknown,1,unknown,Servicing & Policy Admin,Claims Experience,Unknown,Misrepresentation / Incomplete Explanation,Confusion,Medium,"Customer wants to discuss pre-existing damages with evidence, clarifying they are not asking for existing damages, and is ready to explain again if ICICI Lombard is unclear about the damage they are claiming for.",3,3,Medium
https://twitter.com/balajiworld/status/2049763273516716216#m,"Apr 30, 2026",Please. It’s nearly 4 hours and the roadside assistance is yet to come. I’m getting the vehicle towed (arranged by ICICI Lombard Insurance) to my regular service center Prerana Motors now.,188,unknown,1,unknown,Servicing & Policy Admin,Claims Experience,Agent / Advisor,Process / Documentation Friction,Anger,High,"Customer has been waiting nearly 4 hours for roadside assistance, and the vehicle is being towed by ICICI Lombard Insurance to their regular service center.",3,3,Medium
https://twitter.com/MalikMoinkhan/status/2049732960308580814#m,"Apr 30, 2026","Your fucker team of icici Lombard insurance  I have been troubled for the past 6 months.every time genrate new request id But results zero, useless company useless insurance @ICICILombard @ICICIFoundation   Pl don't buy this insurance everyone worst service",257,unknown,0,unknown,Servicing & Policy Admin,Process / Documentation Friction,Unknown,Process / Documentation Friction,Anger,High,"Customer has been troubled for 6 months with ICICI Lombard, with each interaction generating a new request ID but zero results, indicating worst service.",3,2,Medium
https://twitter.com/MalikMoinkhan/status/2049731871811272850#m,"Apr 30, 2026",@ICICILombard @ICICILombard @HDFCERGOGIC @policybazaar @aajtak @AJABreaking @Reuters @ndtv @tv9gujarati @jagograhakjago @ijournal  You people are giving us false comfort here too.  Pl im suggest to all Dont buy ICICI Lombard insurance. I have been troubled for the past 6 months,278,unknown,0,unknown,Servicing & Policy Admin,Process / Documentation Friction,Unknown,Process / Documentation Friction,Betrayal,High,"Customer has been troubled for 6 months with ICICI Lombard, receiving false comfort and advising others not to buy their insurance due to worst service.",3,2,Medium
https://twitter.com/Akash__Khandare/status/2049548756635570513#m,"Apr 29, 2026",I just received a very disappointing email from Dipti Devde (Ref: !500Oq0TGTC2) Your email team completely misunderstood my proof. I did not ask for 'loan insurance.' I provided an ICICI Lombard Accident Settlement as evidence of extreme medical and financial hardship for my,275,unknown,1,unknown,Servicing & Policy Admin,Misrepresentation / Incomplete Explanation,Unknown,Misrepresentation / Incomplete Explanation,Confusion,High,"Customer received a disappointing email from ICICI Lombard's team (Ref: !500Oq0TGTC2) which misunderstood their proof, as they did not ask for 'loan insurance' but provided an ICICI Lombard Accident Settlement as evidence of hardship.",3,3,Medium
https://twitter.com/ICICILombard/status/2049481041388187956#m,"Apr 29, 2026","Dear Amardeep,    Thank you for contacting ICICI Lombard.  We have received your case claim number MOT1XXXXXXX.  We are reviewing the case, and you can expect an update from us within 4 working days.  In case you'd like to connect, you can reach us on 022-66877111, Monday to Friday, between 10 am and 7 pm.  We appreciate your patience and assure you of our full attention to the matter.",388,unknown,0,unknown,Servicing & Policy Admin,Process / Documentation Friction,Claims / TPA,Process / Documentation Friction,Resignation,Medium,"ICICI Lombard acknowledges receipt of claim number MOT1XXXXXXX and states they are reviewing the case, expecting an update within 4 working days.",4,4,Medium
https://twitter.com/a_sajo/status/2049471118197854667#m,"Apr 29, 2026","And I thought it's only me. ICICI Lombard even thinks my insurance expired in 201* (yep, actual figure, replete with a star, as per them) so I need to pay a massive premium almost at par for a new vehicle for a 16 yr old one..",226,unknown,0,unknown,Claims Experience,Claims Experience,Claims / TPA,Process / Documentation Friction,Anger,High,"Event: Vehicle accident on January 28, 2026. Process: Claim filed, documentation, surveys, and investigations completed within a month. ICICI Lombard GIC failed to provide repair approval, pressuring workshop for repairs over replacement despite damage. Outcome: Unacceptable delay and negligence in processing claim, causing personal hardship and mental agony.",4,3,Medium
https://twitter.com/ICICILombard/status/2049453433271337359#m,"Apr 29, 2026","Dear Sir,    We hope you are keeping well.   Thank you for writing to us.  Thank you for writing to us. We acknowledge receipt of your query regarding the difference in the premium amount displayed on the ICICI Lombard application.  We are reviewing the case and you can expect an update from us within 4 working days.  We understand that waiting for a resolution may not have been easy, and we truly value your patience through the process.   Thank you for giving us the opportunity to serve you.",497,unknown,0,unknown,Claims Experience,Claims Experience,Unknown,Misrepresentation / Incomplete Explanation,Anger,High,"Event: Vehicle insurance policy expired in 201*. Process: ICICI Lombard stated the insurance expired and demanded a massive premium for a 16-year-old vehicle, almost at par with a new vehicle. Outcome: Customer expresses frustration and disbelief at the premium demand.",3,2,Low
https://twitter.com/Akash__Khandare/status/2049443605027360785#m,"Apr 29, 2026",I have already sent the DM with my details and emailed the ICICI Lombard total-loss settlement proof to your Grievance Desk.I expect a 100% waiver of the unfair penal charges so I can pay the principal and close this account today @RBI @FinMinIndia @jagograhakjago @RBIsays #rbi,278,unknown,1,unknown,Claims Experience,Claims Experience,Unknown,Process / Documentation Friction,Anger,High,"Event: Vehicle was in an accident and paid for by the customer out of pocket. Process: Customer is complaining about ICICI Lombard insurance. Outcome: Customer advises others not to opt for ICICI Lombard insurance, calling it a rip-off.",4,2,Medium
https://twitter.com/mundekar_roshan/status/2049430913441034715#m,"Apr 29, 2026",Now what are you going to do? I paid the garage out of my own pocket—here is the bill. That is why I am telling everyone: do not opt ​​for ICICI Lombard insurance; it is a complete rip-off.,189,unknown,0,unknown,Claims Experience,Claims Experience,Unknown,Process / Documentation Friction,Resignation,Medium,Event: Customer sent DM with details and emailed ICICI Lombard total-loss settlement proof. Process: Customer expects a 100% waiver of unfair penal charges to pay the principal and close the account. Outcome: Customer is seeking resolution for penal charges related to a total-loss settlement.,4,3,Medium
https://twitter.com/bitco1ner/status/2048663154310455594#m,"Apr 27, 2026","Kuch bhi karna but @ICICILombard se car insurance mat lena.  I took the car insurance , these guys are very very slow to process the claim.  #ICICI #Lombard #tata @TataMotors",174,unknown,1,car,Servicing & Policy Admin,Claims Experience,Agent / Advisor,Process / Documentation Friction,Anger,High,"Took car insurance from ICICI Lombard, and they are very slow to process the claim.",3,2,Medium
https://twitter.com/amargetslost/status/2048457331353309543#m,"Apr 26, 2026","Complaint Regarding Motor Claim (MOT17365074)  Dear ICICI Lombard Team,  I am writing to raise a complaint regarding my motor insurance claim (MOT17365074), which remains unresolved despite multiple follow-ups.  My bike met with an accident on 1st March, and I filed a claim…",275,unknown,1,motor,Servicing & Policy Admin,Claims Experience,Unknown,Process / Documentation Friction,Resignation,High,"Raised a complaint regarding motor insurance claim (MOT17365074) with ICICI Lombard, which remains unresolved despite multiple follow-ups after the bike met with an accident on 1st March and a claim was filed.",3,2,Medium
https://twitter.com/tarunvaid2010/status/2048442147066786158#m,"Apr 26, 2026",@ICICILombard  i can only say ICICI Lombard service is very very poor I visited two times in their office in industrial area chandigarh nisha madan has no time to meet as i had one accidentally insurance and interested in having two more insurance but nisha ji has no time,272,chandigarh,1,unknown,Servicing & Policy Admin,Claims Experience,Agent / Advisor,Process / Documentation Friction,Anger,High,"Visited ICICI Lombard office twice in Chandigarh regarding an accidental insurance, but Nisha Madan had no time to meet, despite interest in purchasing two more insurance policies.",3,2,Medium
https://twitter.com/Sid_is_NSD/status/2048352301853892802#m,"Apr 26, 2026","GST was removed from health insurance which was 18%. ICICI Lombard took the benefit by increasing the the premium by more than 30% saying age and other factor(image). They hv done this 3 out of 4 renewal from 2023 to 2027, increment by 30%, 20k to 41k Need help @JPNadda ji 🥹🙏",276,unknown,1,health,Servicing & Policy Admin,Premium Increase,Unknown,Misrepresentation / Incomplete Explanation,Resignation,High,Event: GST removal from health insurance. Process: ICICI Lombard increased premium by over 30% citing age and other factors. Outcome: Premium increased significantly from 20k to 41k over renewals from 2023 to 2027.,3,2,Medium
